ep,start,end,dur,text,chi_prob,in_dataset
ep02,331.94,334.4,2.46,えっ どういうことだ?,0.004,0
ep02,334.4,337.36,2.96,OSも何にもないのになんで動くんだよ,0.008,0
ep02,337.36,339.98,2.62,OSってのがないと動かないのか?,0.007,0
ep02,339.98,343.36,3.38,うん OS オペレーションシステム,0.032,0
ep02,343.36,346.94,3.58,ソフトがインストされてなきゃ ただのマネキンだよ パソコンは,0.021,0
ep02,346.94,351.56,4.62,そ、そうなのか やっぱソフトとか買わなきゃなんねえのかな,0.004,0
ep02,351.56,352.82,1.26,た、高いんだろ?,0.008,0
ep02,352.82,357.94,5.12,うん でもどのバージョンのOSをインストしたらいいもんやら,0.031,0
ep02,357.94,359.94,2.0,なあ ちょっといじっていいか?,0.018,0
ep02,359.94,362.04,2.1,いじるって どこ?,0.009,0
ep02,363.82,367.88,4.06,おいおい 大丈夫かよ そんなんでパソコン扱えるのか?,0.007,0
ep02,367.88,369.52,1.64,な 何を言ってる?,0.002,0
ep02,369.52,371.28,1.76,相手はパソコンだぞ,0.008,0
ep02,371.28,374.06,2.78,だ 大丈夫に決まってんだろ,0.008,0
ep02,374.06,377.26,3.2,しゃあね 相撲もでチェックしてみっか,0.009,0
ep02,380.62,382.96,2.34,ちょっとこの子に繋がせてもらうぞ,0.009,0
ep02,387.94,389.36,1.42,頼むぞ、スモモ,0.116,0
ep02,389.86,390.86,1.0,あい!,0.021,0
ep02,410.06,411.38,1.32,いっちまったー!,0.004,0
ep02,411.38,411.88,0.5,え?,,0
ep02,411.88,415.5,3.62,俺のモバイルが、スモモがいっちまったよ!,0.063,0
ep02,415.92,416.84,0.92,どういうこと?,,0
ep02,416.84,420.04,3.2,スモモが壊れちまったんだよ,0.031,0
ep02,420.04,420.84,0.8,いっ,,0
ep02,420.84,421.84,1.0,あっ,0.011,0
ep02,421.84,422.34,0.5,あっ,,0
ep02,422.34,423.84,1.5,くそ,0.021,0
ep02,427.84,430.84,3.0,なんか大事になってきちゃったな,0.004,0
ep02,430.84,435.84,5.0,とにかくシンボが紹介してくれたやつに会うしかないか,0.013,0
ep02,436.84,438.84,2.0,近所だから歩いていけるよ,0.02,0
ep02,438.84,439.84,1.0,あのー,0.049,0
ep02,439.84,441.84,2.0,それで自作ってどういうこと?,0.001,0
ep02,441.84,444.84,3.0,外見も見たことないタイプだし,0.03,0
ep02,444.84,448.04,3.2,すげーCPU積んでるみたいだし,0.002,0
ep02,448.04,451.64,3.6,誰かが自分で作ったと考えるしかねえだろ,0.0,0
ep02,451.64,454.3,2.66,自分で作るのかパソコンを,0.004,0
ep02,454.3,457.96,3.66,そっちの方面にすんげー詳しいやつだから,0.006,0
ep02,457.96,459.72,1.76,何かわかるかもしれない,0.005,0
ep02,459.72,466.26,6.54,自作か,0.015,0
ep02,466.26,468.32,2.06,とにかく行ってみっか,0.17,0
ep02,468.32,468.96,0.64,ちっ,,0
ep02,474.84,480.34,5.5,あ こんにちはもとすわさパソコンさん こんにちは,0.002,0
ep02,480.34,484.34,4.0,あら お洋服大きいのかしら,0.022,0
ep02,484.34,485.34,1.0,ん?,,0
ep02,485.34,491.84,6.5,いやあの 指拾ったんでまだ服とか勝てなくて 決してやましい気持ちの男者の,0.008,0
ep02,491.84,495.84,4.0,あの 私のフルでよかったら差し上げましょうか,0.007,0
ep02,495.84,499.84,4.0,え? 本当ですか ありがとうございます,0.008,0
ep02,499.84,505.42,5.58,戻られたら私の部屋までいらしてくださいね,0.034,0
ep02,505.42,507.88,2.46,はい じゃあ行ってきます,0.002,0
ep02,507.88,511.08,3.2,いってらっしゃい,0.702,0
ep02,511.08,514.68,3.6,マジで助かるよ,0.003,0
ep02,514.68,517.68,3.0,女物の服ってすっげー高いんだろうし,0.02,0
ep02,517.68,520.52,2.84,日比谷さんの送るっていうことは,0.001,0
ep02,520.52,523.66,3.14,日比谷さんが来ていたってことだよな,0.002,0
ep02,523.66,527.74,4.08,え?,0.085,0
ep02,528.36,530.06,1.7,あ、いかんいかん,0.002,0
ep02,530.06,532.6,2.54,この子にパソコンに着せるんだ,0.001,0
ep02,532.6,547.06,14.46,この地図じゃもうこの辺りのはずなんだけど,0.004,0
ep02,553.66,554.26,0.6,ん?,,0
ep02,560.56,562.16,1.6,ってこれかー,0.001,0
ep02,562.16,565.04,2.88,なんかムカムカするな,0.001,0
ep02,565.04,568.78,3.74,金持ちだって露骨にアピールされてるみたいで,0.032,0
ep02,568.78,572.92,4.14,はい国分寺でございます,0.477,0
ep02,572.92,576.12,3.2,も、元諏訪と言いますけど,0.012,0
ep02,576.12,576.72,0.6,あの,,0
ep02,576.72,579.72,3.0,ミノルさんいらっしゃいますか,0.115,0
ep02,579.72,580.7,0.98,伺っております,,0
ep02,580.7,582.1,1.4,どうぞお入りください,0.06,0
ep02,583.66,600.62,16.96,お邪魔し,,0
ep02,600.62,605.32,4.7,パソコン相手に鼻血吹かないでね,0.077,0
ep02,605.32,608.16,2.84,元諏訪秀樹さん,0.139,0
ep02,608.16,610.36,2.2,君が,0.021,0
ep02,610.36,612.48,2.12,国分寺実,0.005,0
ep02,612.48,613.52,1.04,よろしく,0.022,0
ep02,613.52,617.86,4.34,し、シンボが自作パソコンに詳しいやつを紹介するって,0.008,0
ep02,617.86,620.64,2.78,まさか君どう見たって,0.002,0
ep02,620.64,622.48,1.84,もっと大人だと思った?,0.024,0
ep02,623.26,624.56,1.3,うん、ちょっと,0.002,0
ep02,624.56,627.3,2.74,まあ立ち話もなんだから,0.032,0
ep02,627.3,630.0,2.7,上がったらおもてなしして,0.146,0
ep02,630.0,631.92,1.92,え?おもてなしって?,0.038,0
ep02,633.3,636.3,3.0,どうぞ、お履物をお願いいたします,0.317,0
ep02,636.3,639.02,2.72,え?な?え?,0.039,0
ep02,639.8,641.94,2.14,だだだだだだだだ,0.006,0
ep02,641.94,644.56,2.62,うちのパソコン相手に立てないでね,0.006,0
ep02,644.56,647.62,3.06,ま、汚さないならいいけど,0.011,0
ep02,647.62,648.8,1.18,ちょ、の、ちょ,0.002,0
ep02,648.8,650.1,1.3,お、お、お、お、,0.008,0
ep02,650.1,651.38,1.28,ちぃ,0.082,0
ep02,651.38,654.36,2.98,ま、真似しなくていいから,0.028,0
ep02,654.36,659.6,5.24,やめろって,0.006,0
ep02,659.6,660.66,1.06,あ、そこ,0.002,0
ep02,660.66,663.12,2.46,この子,0.006,0
ep02,663.12,665.18,2.06,しんぼさんが言ってた,0.054,0
ep02,665.18,667.42,2.24,製造元不明のパソコンって,0.004,0
ep02,667.42,669.88,2.46,ちぃ,0.893,1
ep02,669.88,674.34,4.46,OSもなしに動いたんだって,0.016,0
ep02,674.34,683.88,9.54,ど、どうなってんだよ,0.011,0
ep02,683.88,686.1,2.22,ちょっと調べるだけだったろ,0.011,0
ep02,686.1,687.88,1.78,大丈夫なのかこの人たち,0.004,0
ep02,688.7,694.48,5.78,この子の解析にはマシンパワーが足りないんだな,0.015,0
ep02,694.48,696.56,2.08,でかいパソコン4台で,0.005,0
ep02,696.56,698.76,2.2,私がやってみましょうか,0.086,0
ep02,698.76,702.18,3.42,ゆずき,0.04,0
ep02,702.18,708.1,5.92,あ お邪魔してます,0.034,0
ep02,708.1,710.56,2.46,俺 元諏訪秀樹っています,0.007,0
ep02,710.56,713.08,2.52,初めまして 元諏訪様,0.01,0
ep02,713.08,715.28,2.2,ゆずきと申します,0.017,0
ep02,715.28,718.14,2.86,あ あの 国分寺さんのお姉さんですか,0.004,0
ep02,718.14,722.74,4.6,いいえ 私は実る様に作っていただいたパソコンです,0.044,0
ep02,722.74,723.42,0.68,え,,0
ep02,723.42,724.84,1.42,実る様,0.013,0
ep02,724.84,727.56,2.72,でも,0.258,0
ep02,727.56,731.32,3.76,性能を知りになりたいんでしょ,0.352,0
ep02,731.32,749.6,18.28,よろしくお願いします,,0
ep02,757.56,767.06,9.5,これあの子からしてる音か,0.005,0
ep02,767.06,777.92,10.86,もういいゆずき,,0
ep02,777.92,783.9,5.98,データが一部クラッシュしました,0.117,0
ep02,783.9,786.14,2.24,どのデータ,0.034,0
ep02,786.14,789.54,3.4,家事データと株式情報です,0.076,0
ep02,789.54,792.3,2.76,人格データじゃないな,0.113,0
ep02,792.3,793.2,0.9,はい,,0
ep02,793.2,795.92,2.72,おい大丈夫か壊れてないか,0.057,0
ep02,795.92,797.62,1.7,ちー,0.839,1
ep02,797.62,802.44,4.82,大丈夫です何の影響もありませんご安心ください,0.023,0
ep02,802.44,804.38,1.94,よかった,0.006,0
ep02,804.38,806.32,1.94,ちー,0.368,0
ep02,806.32,809.26,2.94,壊れる心配はないってことか,0.028,0
ep02,809.26,812.64,3.38,もともとOSっていうのも入ってないらしいし,0.011,0
ep02,812.64,814.0,1.36,違います,0.099,0
ep02,814.0,814.58,0.58,え,,0
ep02,814.58,820.7,6.12,正確には元スワ様のパソコンの中にOSがあるのかどうかさえ分かりません,0.014,0
ep02,820.7,822.16,1.46,分からないって,0.063,0
ep02,822.16,825.98,3.82,はいプロテクトがかかっています,0.16,0
ep02,825.98,831.72,5.74,プロテクトってなんだ,0.006,0
ep02,831.72,835.92,4.2,大丈夫なんですか,0.006,0
ep02,835.92,837.46,1.54,ありがとうございます,0.029,0
ep02,837.46,840.54,3.08,ミノル様が調整してくださいました,0.03,0
ep02,840.54,843.32,2.78,でもなんかデータが壊れちゃったとか,0.004,0
ep02,843.32,845.88,2.56,バックアップを取っていますから,0.142,0
ep02,845.88,848.38,2.5,インストールし直せば問題ありません,0.046,0
ep02,848.38,851.3,2.92,失うデータはほんの少しですから,0.02,0
ep02,851.3,852.38,1.08,そうですか,0.019,0
ep02,852.38,854.78,2.4,ん?,0.008,0
ep02,855.6,856.22,0.62,あ、何?,,0
ep02,856.68,857.72,1.04,あ、いや何も,0.183,0
ep02,857.72,861.38,3.66,この子、ちょびっつかもしれない,0.013,0
ep02,861.38,864.6,3.22,ちょびっつ?なんだいそれ,0.007,0
ep02,864.6,867.4,2.8,うん、ちょびっつ,0.003,0
ep02,867.4,870.24,2.84,伝説のパソコンとでも言えばいいかな,0.012,0
ep02,870.24,871.54,1.3,伝説?,0.003,0
ep02,871.54,875.94,4.4,インターネット上に流れている都市伝説みたいなものだよ,0.004,0
ep02,875.94,880.9,4.96,チョビッツっていうコードネームで開発されたパソコンのシリーズがあるっていう,0.005,0
ep02,880.9,884.06,3.16,パソコンなんていくらでも開発されてる,0.013,0
ep02,884.06,886.78,2.72,国分寺君だって作ってるし,0.024,0
ep02,886.78,888.26,1.48,ミノルでいいよ,0.111,0
ep02,888.26,889.12,0.86,あ、ああ,,0
ep02,889.12,894.74,5.62,チョビッツっていうのは自分で考えて行動するパソコンなんだ,0.008,0
ep02,894.74,897.22,2.48,え、それってゆずきさんもそうだろ,0.01,0
ep02,897.22,899.96,2.74,さっき自分から調べてくれたし,0.078,0
ep02,899.96,905.18,5.22,違う ゆずきは僕のプログラム通りに動いただけだ,0.01,0
ep02,905.18,908.26,3.08,僕がインストしたプログラムに沿ってね,0.004,0
ep02,908.26,912.54,4.28,何が正しいか どうすればそれを効率よくできるのか,0.007,0
ep02,912.54,916.12,3.58,すべてプログラムしたことを計算して実行しているんだ,0.026,0
ep02,916.12,920.38,4.26,もちろん 自動学習プログラムは入ってるよ,0.016,0
ep02,920.38,925.96,5.58,でも結局は自由に見える行動も その学習プログラムに依存している,0.025,0
ep02,925.96,929.26,3.3,故障したり止まったりすることはあっても,0.01,0
ep02,929.26,931.18,1.92,プログラムなしでは動けない,0.019,0
ep02,931.18,934.62,3.44,けどちょびっつシリーズは違う,0.025,0
ep02,934.62,936.64,2.02,うーん,0.001,0
ep02,936.64,938.3,1.66,すっげー,0.017,0
ep02,938.3,940.76,2.46,すげーパソコンなんだなこの子,0.004,0
ep02,940.76,942.6,1.84,まデマだろうけどね,0.004,0
ep02,942.6,946.48,3.88,言ったろ都市伝説だって,0.013,0
ep02,946.48,949.76,3.28,人の形をした人でないものが感情を持って,0.013,0
ep02,949.76,951.64,1.88,自由に行動するっていうのは,0.067,0
ep02,951.64,953.56,1.92,昔からの夢だから,0.002,0
ep02,953.56,957.56,4.0,そ、そうなの?,0.008,0
ep02,961.56,962.56,1.0,ちぃ,0.95,1
ep02,963.56,965.56,2.0,やっぱり違う?,0.089,0
ep02,965.56,971.56,6.0,はい、この方の外見は 現存するどのメーカーのパソコンとも一致しません,0.034,0
ep02,971.56,974.56,3.0,だとすると自作か,0.005,0
ep02,974.56,976.56,2.0,もう少し調べてみるよ,0.039,0
ep02,976.56,981.56,5.0,この子に誰か心当たりがないか 自作パソコンのBBSにも書き込んでみる,0.038,0
ep02,981.56,990.56,9.0,ありがとう で bbs ってメールアドレスは連絡するからない電話にして番号を教えるから,0.022,0
ep02,990.56,999.56,9.0,えっとなんか書くもの ゆずきに伝えてくれればいいよ記録いたします,0.002,0
ep02,999.56,1010.56,11.0,どうぞ はいえっと036882852 df 3です,0.013,0
ep02,1011.56,1016.34,4.78,記録終了しました,0.014,0
ep02,1016.34,1017.98,1.64,すごいですね,0.012,0
ep02,1017.98,1022.14,4.16,元相さんこの子に電話番号を聞いてみて,0.007,0
ep02,1022.14,1023.06,0.92,えなんで,,0
ep02,1023.06,1024.44,1.38,いいから,0.187,0
ep02,1024.44,1028.5,4.06,なあ俺の電話番号わかるか,0.025,0
ep02,1028.5,1034.22,5.72,03-68828-52DFさん,0.727,0
ep02,1034.22,1037.48,3.26,あしゃべった地以外に初めて,0.03,0
ep02,1037.48,1041.1,3.62,この子学習ソフトはちゃんと入ってるよ,0.006,0
ep02,1042.14,1044.22,2.08,ゴミ捨て場に捨てられてたんだよね,0.054,0
ep02,1044.56,1047.16,2.6,捨てる前に初期化したのかな,0.032,0
ep02,1047.16,1050.0,2.84,だとしても学習機能は残ってる,0.012,0
ep02,1050.0,1052.42,2.42,教えれば言葉も喋るし,0.026,0
ep02,1052.42,1054.56,2.14,いろいろできるようになると思うよ,0.01,0
ep02,1054.56,1055.46,0.9,本当か?,,0
ep02,1055.86,1056.94,1.08,ちゃんと教えればね,0.028,0
ep02,1056.94,1058.2,1.26,元諏訪さんが,0.002,0
ep02,1058.2,1058.92,0.72,俺が?,,0
ep02,1059.84,1062.34,2.5,今のこの子の持ち主は元諏訪さんだから,0.011,0
ep02,1062.34,1065.94,3.6,この子は元諏訪さんが学習させたように動くよ,0.01,0
ep02,1065.94,1068.06,2.12,俺が教えた通り,0.024,0
ep02,1068.06,1070.56,2.5,だったらソフト買わなくていいのか?,0.005,0
ep02,1071.1,1073.34,2.24,買わないとダメ あっそう,0.002,0
ep02,1073.34,1077.76,4.42,この子がどんなソフトならインスト可能か まだわからないけど,0.014,0
ep02,1077.76,1081.66,3.9,もっといろんなことを学習したら きっと自分で教えてくれるよ,0.01,0
ep02,1081.66,1084.3,2.64,そうか いろいろありがとう,0.036,0
ep02,1084.3,1086.2,1.9,いいえ,0.005,0
ep02,1086.2,1087.8,1.6,お邪魔しました,0.013,0
ep02,1087.8,1089.8,2.0,またいらしてください,0.06,0
ep02,1092.56,1093.6,1.04,元須和さん,0.053,0
ep02,1093.6,1094.6,1.0,なっ,0.183,0
ep02,1097.24,1099.24,2.0,ん?,0.564,0
ep02,1099.24,1105.68,6.44,もしこの子が喋れるようになっていろんなことを覚えても,0.012,0
ep02,1105.68,1110.24,4.56,どんなにいい子でも可愛くても,0.009,0
ep02,1110.24,1113.94,3.7,好きにならない方がいいよ,0.005,0
ep02,1113.94,1118.42,4.48,あとで泣きたくないなら,0.034,0
ep02,1118.42,1121.82,3.4,そ、それって,0.019,0
ep02,1121.82,1131.02,9.2,ちー,0.37,0
ep02,1131.02,1134.26,3.24,さあ帰るか,0.002,0
ep02,1134.26,1135.82,1.56,ちー,0.726,1
ep02,1139.82,1141.54,1.72,相手はパソコンだぜ,0.011,0
ep02,1141.54,1143.8,2.26,好きになるなんてそんなこと,0.111,0
ep02,1143.8,1149.82,6.02,ちー,0.386,1
ep02,1149.82,1151.82,2.0,むっちゃくちゃ可愛いけど,0.001,0
ep02,1151.82,1156.82,5.0,んーしかし教えるったってどうすりゃいいんだ,0.022,0
ep02,1156.82,1167.82,11.0,これサイズ合うといいんですけど,,0
ep02,1167.82,1169.82,2.0,いえありがとうございます,0.09,0
ep02,1169.82,1173.12,3.3,ご迷惑じゃなかったかしら,0.015,0
ep02,1173.12,1175.16,2.04,とんでもないっすよ,0.007,0
ep02,1175.16,1176.88,1.72,すっげえ助かりますです,0.001,0
ep02,1176.88,1177.68,0.8,な,,0
ep02,1177.68,1179.68,2.0,てぃー,0.757,0
ep02,1179.68,1180.96,1.28,よかった,0.103,0
ep02,1180.96,1186.68,5.72,へー,0.014,0
ep02,1186.68,1189.62,2.94,早速これに着替えてみよう,0.005,0
ep02,1189.62,1191.68,2.06,てぃー,0.257,1
ep02,1193.2,1195.68,2.48,ちょちょっと待て,0.008,0
ep02,1195.68,1197.68,2.0,てぃー,0.899,1
ep02,1197.68,1200.02,2.34,そう目の前でいきなり脱がれちまうと,0.013,0
ep02,1200.02,1202.0,1.98,俺あっち向いてっから,0.012,0
ep02,1207.68,1210.54,2.86,え 何か,,0
ep02,1210.54,1211.86,1.32,aussi,,0
ep02,1211.86,1213.64,1.78,je ne suis pas,,0
ep02,1213.64,1214.92,1.28,je ne suis pas,,0
ep02,1214.92,1216.18,1.26,je ne suis pas,,0
ep02,1216.18,1217.3,1.12,je ne suis pas,,0
ep02,1217.3,1218.3,1.0,je ne suis pas,,0
ep02,1218.3,1219.14,0.84,je ne suis pas,,0
ep02,1219.14,1220.22,1.08,je ne suis pas,,0
ep02,1220.22,1221.18,0.96,je ne suis pas,,0
ep02,1221.18,1222.1,0.92,je ne suis pas,,0
ep02,1222.1,1222.76,0.66,je ne suis pas,,0
ep02,1222.76,1223.38,0.62,je ne suis pas,,0
ep02,1223.38,1224.18,0.8,je ne suis pas,,0
ep02,1224.18,1224.88,0.7,je ne suis pas,,0
ep02,1224.88,1225.6,0.72,je ne suis pas,,0
ep02,1225.6,1226.34,0.74,je ne suis pas,,0
ep02,1227.74,1228.3,0.56,je ne suis pas,,0
ep02,1228.78,1229.32,0.54,je ne suis pas,,0
ep02,1229.32,1230.1,0.78,je ne suis pas,,0
ep02,1230.1,1230.6,0.5,je ne suis pas,,0
ep02,1231.46,1231.98,0.52,je ne suis pas,,0
ep02,1233.22,1233.74,0.52,je ne suis pas,,0
ep02,1233.74,1234.34,0.6,je ne suis pas,,0
ep02,1235.74,1241.74,6.0,ティー,0.224,0
ep02,1241.74,1245.74,4.0,おー似合うよ,0.014,0
ep02,1246.34,1247.74,1.4,ティー,0.862,1
ep02,1247.74,1250.06,2.32,かわいいけど,0.001,0
ep02,1250.06,1254.34,4.28,何をどうやって教えればいいんだ,0.001,0
ep02,1254.34,1257.74,3.4,ティー,0.188,0
ep02,1258.36,1259.7,1.34,そうだ名前,0.01,0
ep02,1259.7,1261.74,2.04,シンボも国文寺君も,0.013,0
ep02,1261.74,1264.48,2.74,自分のパソコンにちゃんと名前付けてたもんな,0.027,0
ep02,1264.48,1268.72,4.24,そうだよまず自分の名前を教えてやらなきゃ,0.011,0
ep02,1268.72,1270.1,1.38,チー,0.936,1
ep02,1270.1,1273.42,3.32,チー,0.041,0
ep02,1273.42,1274.48,1.06,チー,0.961,1
ep02,1274.48,1276.46,1.98,チーか,0.023,0
ep02,1276.46,1277.42,0.96,チー,,0
ep02,1277.42,1280.86,3.44,よし決めたお前の名前はチーだ,0.021,0
ep02,1280.86,1282.48,1.62,わかったなチー,0.012,0
ep02,1284.48,1285.48,1.0,チー,0.203,1
